Domain,Course Title,Rating,Number Enrolled,Like Ratio,Number of Modules,Review 1,Review 2,Review 3,URL,,,,
Python,Python Scripting for DevOps Specialization,4.1,"6,674",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/python-scripting-devops,,,,
Python,Data Science Fundamentals with Python and SQL Specialization,4.6,"55,992",N/A,5 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,,,,
Python,"Concepts in Python: Loops, Functions and Returns",N/A,"4,931",N/A,Guided Project,"5
Reviewed on Mar 23, 2022
I love the guided projects. They are probably the only reason why I will continue subscribling to Coursera.","4
Reviewed on Oct 4, 2020
Its a good course if you have just started with python and have very basic knowledge.","5
Reviewed on Jan 8, 2022
Great material. I wish there was a part 2 of this course that takes the material to a more challenging level.",https://www.coursera.org/projects/python-loops-functions-returns,,,,
Python,Python Data Products for Predictive Analytics Specialization,4.2,"14,465",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/python-data-products-for-predictive-analytics,,,,
Python,Programação para todos (Conceitos básicos de Python),4.9,"3,965",N/A,7 modules,"4
Reviewed on Sep 9, 2024
A didática é excelente, mas a falta de indentação dos códigos nos exercícios múltipla-escolha faz com que o aluno se confunda e erre a questão","4
Reviewed on Sep 30, 2022
Ainda tenho muito que aprender. Acho que esse curso serviu pra dar um ponta a pé em programação. E agora é fazer muitos exercícios e praticar.","5
Reviewed on Feb 11, 2023
Curso muito fácil e didático, mas extremamente útil para quem quer iniciar em Python.",https://www.coursera.org/learn/python-pt,,,,
Python,Build a Machine Learning Web App with Streamlit and Python,N/A,"13,620",N/A,Guided Project,"5
Reviewed on Nov 4, 2021
Excellent course for those who have machine learning knowledge and want to deploy ML model as the web app.","5
Reviewed on May 22, 2020
Builds a very strong foundation in order to use Streamlit package for building Machine Learning Web Apps","5
Reviewed on Aug 17, 2020
Very good guided course. I learned how to create a Web App without much coding for my ML projects. Thanks for explaining everything in so easy way.",https://www.coursera.org/projects/machine-learning-streamlit-python,,,,
Python,Applied Calculus with Python,4.8,"5,516",N/A,5 modules,"5
Reviewed on Jun 20, 2022
The mix of Python & Calculus is a special feature. I learned a lot.","5
Reviewed on Sep 14, 2022
A relaxed reintroduction to calculus with an approachable way to use SymPy to solve calculus problems.",N/A,https://www.coursera.org/learn/applied-calculus-with-python,,,,
Python,Data Visualization with Python,4.2,"3,041",N/A,4 modules,"5
Reviewed on Aug 29, 2024
Great course, learnt a lot of practical skills through real-life examples",N/A,N/A,https://www.coursera.org/learn/data-visualization-python,,,,
Python,Python: Istruzioni per l’uso,4.2,"1,685",N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/python-istruzioni-per-uso,,,,
Python,Setup Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/setup-python,,,,
Python,Python Packages for Data Science,4.5,"4,147",N/A,4 modules,"5
Reviewed on Mar 4, 2024
Very helpful to strengthen the fundamentals of python application in the field of data science.","4
Reviewed on Nov 7, 2023
trainer was very good. all topics got covered and explained vey well. love to learn new skills.","5
Reviewed on May 30, 2023
Simple, direct, pleasant. Learning about Python packages with this course is effective and open the mind for future insights to be more skilled in the topic.",https://www.coursera.org/learn/python-packages-data-science,,,,
Python,Decryption with Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/decryption-with-python,,,,
Python,Automating Real-World Tasks with Python,4.8,"83,565",98%,5 modules,"5
Reviewed on Sep 12, 2020
This course was really challenging, but also a great learning experience at the same time. Completing this course will boost your confidence and sharpen your skills.","4
Reviewed on Jan 30, 2023
Lectures are well done. Labs can struggle with automated tasks. The mini quizzes throughout the course are re-enforcing and helpful. Lecturers are very good","5
Reviewed on Jul 13, 2020
The perfect ""ending"" for very good courses! It takes everything you have learned in the first 3 courses and makes you apply the knowledge to real world problems!",https://www.coursera.org/learn/automating-real-world-tasks-python,,,,
Python,Scripting with Python and SQL for Data Engineering,4.4,"13,359",N/A,4 modules,"5
Reviewed on Aug 29, 2022
This provides the essentials of data engineering and analysis.","5
Reviewed on Oct 21, 2022
Covered great Python. data engineering techniques as well as using SQLite and MySQL in VSCode","4
Reviewed on May 26, 2023
Training is clear and interactive and labs are good",https://www.coursera.org/learn/scripting-with-python-sql-for-data-engineering-duke,,,,
Python,Python: de cero a usuario,3.9,"3,380",N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/python-usuario,,,,
Python,Fitting Statistical Models to Data with Python,4.4,"34,736",87%,4 modules,"4
Reviewed on Oct 11, 2020
Great course. In my view, the lectures were too long and the assignments a bit easy. But, overall, great course.","4
Reviewed on Jun 20, 2020
The course was wonderful however, sometimes I felt that a little bit more details could be provided when python code was being explained for week 2.","4
Reviewed on Jan 24, 2021
Week 3 starts to get unreasonably difficult and hard to understand. Apart from that, the course is still worthwhile to take.",https://www.coursera.org/learn/fitting-statistical-models-data-python,,,,
Python,Python for Data Visualization: Matplotlib & Seaborn,N/A,"4,534",N/A,Guided Project,"5
Reviewed on Sep 12, 2021
I liked the concise (not replete) course delivery. I would suggest thought that the exercises be conducted using Colab instead of the built-in Ryder.","5
Reviewed on Jan 27, 2022
It is so useful and very well structured and explained.","5
Reviewed on Apr 17, 2021
In one word superb overview and explanation.And I loved mini challenges idea",https://www.coursera.org/projects/python-for-data-visualization-seaborn,,,,
Python,"Python, Bash and SQL Essentials for Data Engineering Specialization",4.5,"17,819",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke,,,,
Python,Object-Oriented Programming in Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/object-oriented-programming-in-python,,,,
Python,Clean and analyze social media usage data with Python,N/A,"9,565",N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/projects/analyze-social-media-python,,,,
Python,Applied Python Data Engineering Specialization,4.1,"3,583",N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/python-data-engineering,,,,
Python,Introdução à Ciência da Computação com Python Parte 2,4.9,"33,873",98%,7 modules,"5
Reviewed on Jun 9, 2021
Gosto da didática do professor Fernando Kon, apesar de achar que ele foi menos criativo do que na Parte 1 do curso. Recomendaria esse curso sem problema nenhum.","5
Reviewed on Apr 30, 2020
Curso muito bom, com bastante trabalhos práticos. Estava bem enferrujado e não sabia nada de Python, agora já sei alguma coisa e posso praticar com outros problemas.","5
Reviewed on May 28, 2020
Muito bom o curso, principalmente para que esta começando, apesar de que no fim alguns tópicos mais avançados são abordados, mas eu recomendo aqueles que buscam uma introdução na linguagem python.",https://www.coursera.org/learn/ciencia-computacao-python-conceitos-2,,,,
Python,Data Analysis in Python: Using Pandas DataFrames,N/A,"1,911",N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/data-analysis-in-python-using-pandas-dataframes,,,,
Python,用Python玩转数据 Data Processing Using Python,4.7,"102,788",92%,6 modules,"4
Reviewed on Apr 27, 2018
课程标题为玩转“数据”，但是第5章却讲了GUI，没有针对数据分析，还不如为python入门或一览，当然老师讲的还是不错的，5周时间太短可能也是原因所在，最后表达我的老师的感谢！","5
Reviewed on Jun 4, 2017
That's a very useful and fundamantal class for a novice~Now I need to use Python to create my dissertation ~","5
Reviewed on Feb 5, 2018
北美金融硕士，上过很多python的网课，不得不说这个是最好的一个。课程难度设置适中，不像之前上的许多课程默认是程序员级别；覆盖面也非常广，基本覆盖了金融、统计等所需要的所有领域。",https://www.coursera.org/learn/hipython,,,,
Python,Estruturas de dados Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/learn/python-data-pt,,,,
Python,Investment Management with Python and Machine Learning Specialization,4.5,"44,132",N/A,4 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/investment-management-python-machine-learning,,,,
Python,Programación Orientada a Objetos con Python,4,"17,490",89%,4 modules,"5
Reviewed on Nov 1, 2020
El curso se desarrolla de forma coherente y se aprende fácil. Sólo es atender muy bien a la explicación del profesor, leer el material adicional cuando aplica y hacer los ejercicios a conciencia.","5
Reviewed on Jul 4, 2020
Muy buen curso, con bases solidas de POO, con un método de programación muy solido orientado en prueba y error.","5
Reviewed on Aug 6, 2020
Aunque le falta al curso un poco más de profundización en algunos temas, no deja de ser excelente, con buen trabajo y dedicación se puede adquirir bien los conocimientos que este ofrece.",https://www.coursera.org/learn/programacion-python-objetos,,,,
Python,Practical Python for AI Coding 1,4.6,"9,566",N/A,7 modules,"5
Reviewed on Jul 16, 2022
It is a very good platform for learning and earning a certificate.","5
Reviewed on Aug 14, 2024
use of easy to understand language in lecture helped a lot",N/A,https://www.coursera.org/learn/practical-python-for-ai-coding--preparation-for-coding,,,,
Python,Introduction to Portfolio Construction and Analysis with Python,4.8,"69,205",94%,4 modules,"4
Reviewed on Aug 6, 2020
There is a tremendous amount of material to be learned in this course and it is quite challenging material but for anyone interested in this topic I think the instruction is excellent.","5
Reviewed on Jul 13, 2022
Vijay simplifies learning whereas others make the simple concept so complicated. Vijay outshines others in this specialization. Others are subpar. especially the princeton guy","5
Reviewed on Feb 3, 2021
Exceptional quality of instruction. The production and detail of supporting materials made this class very accessible. I learned much more than expected. Bravo on the effort of the instructors!",https://www.coursera.org/learn/introduction-portfolio-construction-python,,,,
Python,Create a Tic-Tac-Toe game in Python,N/A,"3,113",N/A,Guided Project,"5
Reviewed on May 3, 2021
This was an absolutely fantastic course. My only complaint was that his english was a little hard to understand, but overall I recommend this to everyone who wants to test their python knowledge",N/A,N/A,https://www.coursera.org/projects/tic-tac-toe-game-python,,,,
Python,"Classification Trees in Python, From Start To Finish",N/A,"9,833",N/A,Guided Project,"5
Reviewed on May 11, 2022
The instructor has a great teaching style. I have enjoyed his sense of humour throughout the course. All the details are explained clearly and thoroughly by written notes or verbal explanation.","5
Reviewed on Jun 18, 2020
A very informative and well guided short session to understand overview of Classification Trees. Covers lot of important concepts in 1 hour. Highly recommend","5
Reviewed on Sep 14, 2020
Awesome Instructor! Like this course. It clears basic knowledge about DecisionTreeClassifier, Tree Pruning, Dealing with missing Data etc.",https://www.coursera.org/projects/classification-trees-in-python,,,,
Python,Advanced Portfolio Construction and Analysis with Python,4.7,"23,181",N/A,4 modules,"5
Reviewed on Jul 16, 2020
Again, both instructors built on the first course, were crystal clear, and made the course enjoyable to both watch and implement the learnings.","5
Reviewed on Feb 28, 2021
Great course, nice balance between the theory (which is well explained) and the practical (python jupyter notebooks where you need to explore to gain a good understanding)","5
Reviewed on Jun 30, 2020
Fantastic portfolio construction techniques, although black letterman model could have been explained better . Overall great course with real world financial applications",https://www.coursera.org/learn/advanced-portfolio-construction-python,,,,
Python,Data Science con Python e R Specialization,4.3,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/data-science-con-python-e-r,,,,
Python,Python Development with ChatGPT: Fullstack App Development,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/python-development-with-chatgpt-fullstack-app-development,,,,
Python,Introduction to Machine Learning with Python,3.5,"1,804",N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/introduction-to-machine-learning-with-python,,,,
Python,Hypothesis Testing with Python and Excel,4.2,"3,313",N/A,1 module,"5
Reviewed on Feb 13, 2022
Well example but would be great if this course longer and give some slide material","5
Reviewed on Feb 21, 2022
It's a friendly course for hypothesis testing with Python. Very smooth & easy to learn.",N/A,https://www.coursera.org/learn/hypothesis-testing-python-excel,,,,
Python,Understanding and Visualizing Data with Python,4.7,"139,949",95%,4 modules,"5
Reviewed on Jun 3, 2020
Never have I come across a course half as interactive as this and it was a much needed confidence booster for a beginner like me. I look forward to completing the specialization : )","5
Reviewed on May 22, 2020
Excellent course materials, especially the videos, with content that is thoughtfully composed and carefully edited. Very good python training, great instructors, and overall great learning experience.","5
Reviewed on Mar 3, 2021
20 studying hours that helps me getting back to speed on manipulating the quantitative data in Pandas with different query conditions, powerful statistics and Sampling Distributions.",https://www.coursera.org/learn/understanding-visualization-data,,,,
Python,Uso de Python para Acceder a Datos Web,N/A,"3,515",N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/learn/python-network-data-es,,,,
Python,Python for Data Visualization:Matplotlib & Seaborn(Enhanced),N/A,"1,619",N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/python-for-data-visualization-matplotlib-and-seaborn,,,,
Python,Juniper Networks Automation Using Python and PyEZ,N/A,N/A,N/A,1 module,N/A,N/A,N/A,https://www.coursera.org/learn/juniper-automation-python-pyez,,,,
Python,"Storing, Retrieving, and Processing JSON data with Python",N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/storing-retrieving-and-processing-json-data-with-python,,,,
Python,Python NLTK for Beginners: Customer Satisfaction Analysis,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/python-nltk-for-beginners-customer-satisfaction-analysis,,,,
Python,Select Topics in Python: Packaging,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/codio-select-topics-python-packaging,,,,
Python,DevOps and Build Automation with Python,3.9,"4,342",N/A,4 modules,"5
Reviewed on May 20, 2021
I really enjoyed this course and the whole series!",N/A,N/A,https://www.coursera.org/learn/devops-build-automation-python,,,,
Python,Process Documents with Python Using the Document AI API,N/A,N/A,N/A,Project,N/A,N/A,N/A,https://www.coursera.org/projects/googlecloud-process-documents-with-python-using-the-document-ai-api-jl9z7,,,,
Python,Python and Rust with Linux Command Line Tools,N/A,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/python-rust-linux,,,,
Python,Data Analysis with Pandas and Python Specialization,5,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/packt-data-analysis-with-pandas-and-python,,,,
Python,Creative Coding for Designers Using Python,N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/creative-coding-for-designers-using-python,,,,
Python,Gen AI for Code Generation for Python,4.4,N/A,N/A,1 module,"5
Reviewed on Apr 10, 2024
Content was well structured and specific to the expressed objectives. Practical hands-on examples were sufficient to supplement theory.",N/A,N/A,https://www.coursera.org/learn/gen-ai-for-code-generation-for-python,,,,
Python,Use Python Regular Expressions to Process File Data,N/A,"1,803",N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/use-python-regular-expressions-process-file-data,,,,
Python,Aprendiendo Python con circuitos digitales,N/A,N/A,N/A,Guided Project,"5
Reviewed on Mar 1, 2021
Muy bueno para personas con buenos fundamentos de programación en Python y que quieren relacionarlo con Circuitos Digitales.","5
Reviewed on Aug 8, 2020
Excelente, teórico-practico para iniciarse en la programación",N/A,https://www.coursera.org/projects/aprendiendo-python-con-circuitos-digitales,,,,
Python,"Aprendiendo Python con textos, números y ecuaciones",N/A,N/A,N/A,Guided Project,"5
Reviewed on Nov 3, 2020
Muchas gracias por este curso. Con funciones útiles que pueden ser aplicadas en la generación de ejercicios para las Matemáticas de nivel básico.","5
Reviewed on Jul 5, 2020
El proyecto es interesante y me gusto. lo que podría recomendar seria bueno que subiera el código completo como un recurso descargable, para que así uno lo pueda ver en editor preferido.","5
Reviewed on Jan 8, 2021
Muy buen curso para el tiempo que le tomó al tutor preparar la clase!",https://www.coursera.org/projects/aprendiendo-python-con-textos-numeros-ecuaciones,,,,
Python,Select Topics in Python: Matplotlib,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/select-topics-in-python-matplotlib,,,,
Python,"Where, Why, and How of Lambda Functions in Python",N/A,N/A,N/A,Guided Project,"5
Reviewed on Nov 5, 2021
Very good project to get the basics of lambda functions. Taking it I also learned filter and map that were not clear to me before.",N/A,N/A,https://www.coursera.org/projects/where-why-and-how-of-lambda-functions-in-python,,,,
Python,"Support Vector Machines in Python, From Start to Finish",N/A,"5,528",N/A,Guided Project,"5
Reviewed on Oct 18, 2020
Short concise and precise course for learning SVM.","5
Reviewed on Jun 9, 2020
This is a very good course to start with SVM.I now know the basic coding for SVM.
Thank You sir.","5
Reviewed on Apr 30, 2020
Great Course. Designed nicely, easy to understand. Now i know how to use SVM.",https://www.coursera.org/projects/support-vector-machines-in-python,,,,
Python,Data Analysis with Python: Inform a Business Decision,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/using-python-data-analyst,,,,
Python,Plots Creation using Matplotlib Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/plots-creation-using-matplotlib-python,,,,
Python,Use Python Unit Test to Demonstrate TDD,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/python-unit-test-demonstrate-tdd,,,,
Python,Introduction to Data Science and scikit-learn in Python,3.8,"6,493",N/A,4 modules,"5
Reviewed on Nov 10, 2021
meskipun agak eror dalam lab penugasan tapi alhamdulillah sudah bisa","4
Reviewed on Nov 28, 2021
Good introduction. A bit too short for a 4-week course. The autograder is not very good, and some solutions are wrong.","4
Reviewed on Jan 31, 2022
It could be better if we can see where we did wrong after each assignment. Good and well-paced course otherwise",https://www.coursera.org/learn/data-science-and-scikit-learn-in-python,,,,
Python,Selenium Python Automation Testing and Frameworks Specialization,N/A,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/packt-selenium-python-automation-testing-from-scratch-and-frameworks,,,,
Python,Visualizing & Communicating Results in Python with Jupyter,N/A,"11,919",N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/codio-visualizing-and-communicating-results-in-python-with-jupyter,,,,
Python,Python Generators,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/python-generators,,,,
Python,Basic Statistics in Python (Correlations and T-tests),N/A,"4,029",N/A,Guided Project,"5
Reviewed on Dec 4, 2020
This is a very helpful tool in research. Thank you very much!",N/A,N/A,https://www.coursera.org/projects/basic-statistics-python-ttest-corr,,,,
Python,Analyze Box Office Data with Seaborn and Python,N/A,"4,651",N/A,Guided Project,"5
Reviewed on Jun 9, 2020
Snehan is a great instructor. With this course you'll learn how to use some Seaborn plots and how to do some EDA with pandas.","5
Reviewed on Jul 4, 2024
Great project! The word analysis using regression was entirely new to me. Thanks","5
Reviewed on Dec 23, 2020
Mr. Kekre was elaborative, clear, neat, and direct in illustrating the project, this is not overpraising; I would like to attend more projects for him.",https://www.coursera.org/projects/analyze-data-seaborn-python,,,,
Python,Perform exploratory data analysis on retail data with Python,N/A,"5,198",N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/projects/perform-exploratory-data-analysis-on-retail-data-with-python,,,,
Python,Dataflow: Qwik Start - Python,N/A,N/A,N/A,Project,N/A,N/A,N/A,https://www.coursera.org/projects/googlecloud-dataflow-qwik-start-python-cwldm,,,,
Python,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,4.7,"126,378",95%,4 modules,"5
Reviewed on Dec 29, 2015
Excellent course, it gives nice introduction on Raspberry Pi, unix and Python. However student background in unix and/or python will be a plus in this course.","5
Reviewed on Apr 21, 2023
The course content is designed very well. I enjoyed it a lot. Lot of things are revised and many new approaches are discovered in the course. Thanks a lot for the course.","5
Reviewed on May 12, 2021
Its an amazing course, well put together and easy to understand. Props to the professor for taking his valuable time to teach us. Cant wait to move one to the next course with him.",https://www.coursera.org/learn/raspberry-pi-platform,,,,
Python,Snowflake for Data Science: Intro to Snowpark ML for Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/snowflake-for-data-science-intro-to-snowpark-ml-for-python,,,,
Python,Création de chaînes en Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/creation-de-chaines-en-python,,,,
Python,Gen AI for developers: Web development with Python & Copilot,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/gen-ai-for-developers-web-development-with-python--copilot,,,,
Python,Foundations of Data Analysis with Pandas and Python,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-foundations-of-data-analysis-with-pandas-and-python-hmwp9,,,,
Python,Работа с базами данных в Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/learn/python-databases-ru,,,,
Python,Data Visualization with ChatGPT: Python for Dashboarding,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/data-visualization-with-chatgpt-python-for-dashboarding,,,,
Python,Go for Python Developers,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/codio-go-golang-for-python-developers,,,,
Python,Python per la Data Science,N/A,N/A,N/A,5 modules,N/A,N/A,N/A,https://www.coursera.org/learn/python-per-la-data-science,,,,
Python,Practical Python for AI Coding 2,4.6,"2,371",N/A,5 modules,"4
Reviewed on Jun 30, 2022
The content is easy to follow from the scratch, and the content is very essential for data engineering. If there is a basic explanation and example for object oriented programming, it will be better.","5
Reviewed on Jan 23, 2024
I would recommend this course to any programming beginner, not only for python","5
Reviewed on Apr 2, 2022
A nice syllabus of Python course. And the quizs are nice to enjoy.
Thank you professor and Coursera community.",https://www.coursera.org/learn/practical-python-for-ai-coding-2,,,,
Python,Select Topics in Python: Django,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/codio-select-topics-python-django,,,,
Python,Python Decorator Functions,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/python-decorator-functions,,,,
Python,Exploratory vs Confirmatory data analysis using Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/exploratory-vs-confirmatory-data-analysis-using-python,,,,
Python,Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,4.9,"19,262",98%,5 modules,"5
Reviewed on Jul 18, 2022
Expectionally Well organized course. The contents are very apt and wonderfully taught","5
Reviewed on Sep 20, 2021
A reasonably heavy-duty course, but solid and worthwhile outcomes.","5
Reviewed on Feb 21, 2021
it's really wonderful , high disciplined managed course. thanks
I also thanks university of Michigan and prof. Glenn Wilcox",https://www.coursera.org/learn/3d-modeling-rhinoscript,,,,
Python,Uso de bancos de dados com Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/learn/python-databases-pt,,,,
Python,Foundations of Python and Selenium WebDriver,N/A,N/A,N/A,12 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-foundations-of-python-and-selenium-webdriver-u32cp,,,,
Python,Installation et Configuration Python avec Visual Studio Code,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/installation-et-configuration-python-avec-visual-studio-code,,,,
Python,Uso de bases de datos con Python,N/A,"1,962",N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/learn/python-databases-es,,,,
Python,Fundamental Linear Algebra Concepts with Python,4.4,N/A,N/A,4 modules,N/A,N/A,N/A,https://www.coursera.org/learn/linear-algebra-concepts-python,,,,
Python,Data Analysis and Visualization with Python,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/data-analysis-and-visualization-with-python,,,,
Python,Select Topics in Python: Natural Language Processing,N/A,N/A,N/A,3 modules,N/A,N/A,N/A,https://www.coursera.org/learn/codio-select-topics-python-natural-language-processing,,,,
Python,Data Analysis in Python with pandas & matplotlib in Spyder,3.1,"2,456",N/A,5 modules,"5
Reviewed on Dec 31, 2021
Challenging but I enjoyed it. I really like the user interface from Codio. Much better than some of the courses I've taken with videos.","4
Reviewed on Mar 30, 2022
Some of the graded assignments did not work as expected.",N/A,https://www.coursera.org/learn/codio-data-analysis-in-python-with-pandas-and-matplotlib-in-spyder,,,,
Python,Building Generative AI-Powered Applications with Python,4.8,"10,533",N/A,7 modules,"5
Reviewed on Dec 2, 2024
Amazing hands on learning and exposure to various tech","5
Reviewed on Sep 19, 2024
The course was well-structured with practical and insightful projects.","5
Reviewed on Aug 18, 2024
Excellent examples as you complete the lab work to reinforce the lesson objectives.",https://www.coursera.org/learn/building-gen-ai-powered-applications,,,,
Python,Github Copilot with Python: Creating Text Games,N/A,"3,981",N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/github-copilot-with-pythoncreating-text-games,,,,
Python,Python: de explorador de datos a analista,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/learn/python-analista,,,,
Python,Linear Regression with Python,N/A,"12,372",N/A,Guided Project,"5
Reviewed on May 25, 2020
Great course.
Learn new topics like forward passing and backward passing to update parameters for prediction in regression","4
Reviewed on Apr 3, 2020
Explain more about what the code do, as I've to google it and try to figure out which wasted a lot of time, thank you","5
Reviewed on Jun 5, 2020
Good refresher course on linear regression! It would have been great had the Instructor covered few of the statical tests or multivariate regression model.",https://www.coursera.org/projects/linear-regression,,,,
Python,Scrape and analyze data analyst job requirements with Python,N/A,"7,138",N/A,N/A,N/A,N/A,N/A,https://www.coursera.org/projects/scrape-job-postings-data-analyst,,,,
Python,REST APIs with Flask and Python in 2024,N/A,N/A,N/A,12 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-rest-apis-with-flask-and-python-in-2024-i01az,,,,
Python,Selenium WebDriver 4 with Python - Zero To Hero Specialization,N/A,N/A,N/A,3 course series,N/A,N/A,N/A,https://www.coursera.org/specializations/packt-selenium-webdriver-4-with-python-zero-to-hero,,,,
Python,Data Visualization & Storytelling in Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/data-visualization--storytelling-in-python,,,,
Python,Understand Big O Notation in Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/understand-big-o-notation-in-python,,,,
Python,Databases and SQL for Data Science with Python,4.7,"503,995",94%,6 modules,"5
Reviewed on Sep 14, 2022
This course really helped me to use database in different formats and updated environment. I had the knowledge of SQL but using Db2 and connecting using SQL magic helped me to enhance my knowledge.","5
Reviewed on Feb 22, 2021
The course served as a good SQL refresher and I love the that I get to run all the exercise and assignment on IBM cloud. That really saved me a lot of stress. Good foundational course overall.","5
Reviewed on Aug 26, 2022
I am thankful to coursera for providing database and sql for data science course in such a way that anyone can
understand the basic fundamental of sql and database. I learn a lot from this course.",https://www.coursera.org/learn/sql-data-science,,,,
Python,Using SAS Viya REST APIs with Python and R,4.7,"3,786",N/A,8 modules,"5
Reviewed on Oct 19, 2021
Grateful to the instructors! Thank you for enhancing my skills set.",N/A,N/A,https://www.coursera.org/learn/sas-viya-rest-api-python-r,,,,
Python,Gen AI for Software Development: Code Generation for Python,N/A,N/A,N/A,Guided Project,N/A,N/A,N/A,https://www.coursera.org/projects/gen-ai-code-generation-for-python,,,,
Python,Python Fundamentals and Data Science Essentials,N/A,N/A,N/A,10 modules,N/A,N/A,N/A,https://www.coursera.org/learn/packt-python-fundamentals-and-data-science-essentials-trjtx,,,,
Python,Global Warming II: Create Your Own Models in Python,4.1,"16,100",N/A,5 modules,"5
Reviewed on Apr 14, 2020
Great course for those who want to learn a little more about modelling, python and the climate!","4
Reviewed on Jan 30, 2021
Great course, really interesting! The difficulty of the course didn't follow a linear growth, as week 4 was much more difficult than the others.","5
Reviewed on Jun 19, 2016
Really good course. Short, content-filled lectures and practical application!",https://www.coursera.org/learn/global-warming-model,,,,
Python,Regression & Forecasting for Data Scientists using Python,4.6,"1,944",N/A,4 modules,"5
Reviewed on Mar 20, 2024
Essential guide for data scientists: simplifies regression and forecasting in Python with powerful techniques, good course","5
Reviewed on Feb 13, 2024
The course provided a comprehensive overview. Concepts were explained clearly with examples that made it easy to understand.","5
Reviewed on Mar 4, 2024
Excellent course! All concepts are explained well.",https://www.coursera.org/learn/regression--forecasting-for-data-scientists-using-python,,,,
